show_id,date_added,added_year
81092779,"May 10, 2019",2019
81092776,"May 10, 2019",2019
81092778,"May 10, 2019",2019
80216541,"May 10, 2019",2019
81076049,"May 1, 2019",2019
81069255,"May 1, 2019",2019
81094083,"May 1, 2019",2019
81049260,"May 1, 2019",2019
81017593,"May 1, 2019",2019
81021631,"May 1, 2019",2019
80241044,"May 1, 2018",2018
80232330,"May 1, 2018",2018
80238110,"May 1, 2018",2018
80224106,"May 1, 2018",2018
80233493,"May 1, 2018",2018
80152434,"March 9, 2018",2018
81074140,"March 8, 2019",2019
80189630,"March 7, 2019",2019
80238080,"March 6, 2018",2018
80170187,"March 6, 2018",2018
80221560,"March 5, 2019",2019
81044496,"March 31, 2019",2019
80117458,"March 30, 2018",2018
80143362,"March 30, 2018",2018
80183197,"March 30, 2018",2018
80148210,"March 30, 2018",2018
81038046,"March 25, 2019",2019
80202809,"March 24, 2019",2019
80169617,"March 23, 2018",2018
80242378,"March 23, 2018",2018
80171733,"March 23, 2018",2018
80991158,"March 22, 2019",2019
80195967,"March 20, 2019",2019
81048554,"March 20, 2019",2019
81033516,"March 2, 2019",2019
81075235,"March 2, 2019",2019
81072516,"March 2, 2019",2019
80192139,"March 2, 2018",2018
80192063,"March 2, 2018",2018
81047798,"March 19, 2019",2019
81019338,"March 18, 2019",2019
80204923,"March 16, 2018",2018
80223734,"March 16, 2018",2018
81013990,"March 15, 2019",2019
81074015,"March 15, 2019",2019
81004374,"March 15, 2019",2019
81024308,"March 15, 2019",2019
81031178,"March 15, 2019",2019
81034771,"March 15, 2019",2019
80226234,"March 14, 2018",2018
80189653,"March 13, 2018",2018
80135585,"March 13, 2018",2018
81059183,"March 1, 2019",2019
81024332,"March 1, 2019",2019
80987464,"March 1, 2019",2019
80207473,"March 1, 2019",2019
80990534,"March 1, 2019",2019
81045720,"March 1, 2019",2019
81083971,"March 1, 2019",2019
81016361,"March 1, 2019",2019
81055395,"March 1, 2019",2019
80167647,"March 1, 2019",2019
80232404,"March 1, 2018",2018
80168189,"June 8, 2018",2018
80244709,"June 8, 2018",2018
80194946,"June 8, 2018",2018
81025973,"June 7, 2019",2019
81113921,"June 7, 2019",2019
81013112,"June 7, 2019",2019
81035882,"June 6, 2019",2019
80996790,"June 5, 2019",2019
81145270,"June 29, 2019",2019
80198478,"June 29, 2018",2018
80191989,"June 29, 2018",2018
80238434,"June 29, 2018",2018
80217569,"June 29, 2018",2018
81130373,"June 28, 2019",2019
80241779,"June 28, 2018",2018
81002747,"June 26, 2019",2019
81075239,"June 26, 2019",2019
80200015,"June 26, 2018",2018
81090899,"June 25, 2019",2019
81095399,"June 25, 2019",2019
80160994,"June 24, 2018",2018
80993655,"June 22, 2018",2018
81017094,"June 19, 2019",2019
80241071,"June 19, 2019",2019
80233611,"June 19, 2018",2018
81092781,"June 18, 2019",2019
81001090,"June 18, 2019",2019
81083891,"June 18, 2019",2019
81092780,"June 18, 2019",2019
81092783,"June 18, 2019",2019
80998296,"June 16, 2019",2019
81113927,"June 15, 2019",2019
81002885,"June 15, 2018",2018
80991033,"June 15, 2018",2018
80244547,"June 15, 2018",2018
80184100,"June 15, 2018",2018
81035889,"June 13, 2019",2019
80221640,"June 11, 2019",2019
81032375,"June 1, 2019",2019
81077539,"June 1, 2019",2019
80168167,"June 1, 2018",2018
80221446,"July 9, 2019",2019
80192064,"July 6, 2018",2018
80176715,"July 6, 2018",2018
80168029,"July 6, 2018",2018
80245121,"July 6, 2018",2018
81039161,"July 31, 2019",2019
80192135,"July 27, 2018",2018
80236421,"July 27, 2018",2018
81092331,"July 26, 2019",2019
80173485,"July 26, 2019",2019
81005453,"July 25, 2018",2018
80213658,"July 24, 2018",2018
80232989,"July 24, 2018",2018
80225024,"July 23, 2019",2019
80213654,"July 21, 2019",2019
80158802,"July 21, 2019",2019
80195962,"July 20, 2018",2018
80186829,"July 20, 2018",2018
80190463,"July 2, 2018",2018
81092325,"July 19, 2019",2019
80232891,"July 18, 2018",2018
80180376,"July 18, 2018",2018
81113926,"July 17, 2019",2019
80217130,"July 17, 2018",2018
81155782,"July 16, 2019",2019
81011993,"July 16, 2019",2019
81153373,"July 15, 2019",2019
80988262,"July 15, 2018",2018
81011936,"July 13, 2019",2019
80167481,"July 13, 2018",2018
80214743,"July 13, 2018",2018
80991827,"July 13, 2018",2018
81024041,"July 12, 2019",2019
81121172,"July 1, 2019",2019
81121177,"July 1, 2019",2019
81121180,"July 1, 2019",2019
81121186,"July 1, 2019",2019
81060038,"July 1, 2019",2019
80997402,"July 1, 2018",2018
80115118,"July 1, 2018",2018
80180851,"July 1, 2018",2018
81002211,"July 1, 2018",2018
80222256,"July 1, 2018",2018
80993648,"July 1, 2018",2018
80190946,"July 1, 2017",2017
80198623,"January 9, 2019",2019
81062853,"January 9, 2019",2019
80220814,"January 9, 2019",2019
81046962,"January 9, 2019",2019
81048548,"January 7, 2019",2019
81045052,"January 7, 2019",2019
80998427,"January 4, 2019",2019
81000860,"January 4, 2019",2019
81030789,"January 4, 2019",2019
81047683,"January 31, 2019",2019
81049950,"January 31, 2019",2019
80221639,"January 30, 2019",2019
80220085,"January 3, 2019",2019
80244855,"January 3, 2019",2019
80220813,"January 29, 2019",2019
81026705,"January 29, 2019",2019
80122209,"January 29, 2019",2019
80998786,"January 28, 2019",2019
81057249,"January 28, 2019",2019
81031181,"January 26, 2019",2019
80107084,"January 26, 2018",2018
80196589,"January 26, 2018",2018
80192138,"January 26, 2018",2018
80239629,"January 25, 2019",2019
81023638,"January 25, 2019",2019
80233925,"January 24, 2019",2019
81021098,"January 24, 2019",2019
80192062,"January 24, 2018",2018
80208684,"January 23, 2018",2018
80195429,"January 19, 2018",2018
80158485,"January 19, 2018",2018
80198661,"January 19, 2018",2018
81038976,"January 18, 2019",2019
81023713,"January 18, 2019",2019
80191988,"January 17, 2018",2018
81026003,"January 15, 2020",2020
81045065,"January 15, 2019",2019
81050191,"January 15, 2019",2019
81047446,"January 15, 2019",2019
81000511,"January 15, 2019",2019
81044299,"January 13, 2019",2019
81173792,"January 12, 2020",2020
80990532,"January 12, 2019",2019
80173395,"January 12, 2018",2018
80187307,"January 12, 2018",2018
80245041,"January 11, 2019",2019
81035731,"January 1, 2020",2020
81085364,"January 1, 2020",2020
80239710,"January 1, 2019",2019
81045060,"January 1, 2019",2019
80131616,"February 9, 2019",2019
80174367,"February 9, 2018",2018
80217312,"February 9, 2018",2018
80117531,"February 9, 2018",2018
81059388,"February 8, 2019",2019
81029383,"February 8, 2019",2019
81034763,"February 7, 2019",2019
81010962,"February 6, 2019",2019
80159028,"February 6, 2018",2018
80134431,"February 5, 2018",2018
81002591,"February 28, 2019",2019
80109296,"February 28, 2019",2019
81045072,"February 27, 2019",2019
81047510,"February 27, 2019",2019
80134779,"February 27, 2018",2018
81051693,"February 25, 2019",2019
80191608,"February 23, 2019",2019
80119233,"February 23, 2018",2018
81071868,"February 22, 2019",2019
80236133,"February 21, 2019",2019
81069254,"February 21, 2019",2019
81060040,"February 2, 2019",2019
81005266,"February 2, 2019",2019
80219974,"February 2, 2019",2019
80217826,"February 2, 2018",2018
81024494,"February 19, 2019",2019
81057246,"February 17, 2019",2019
80191555,"February 16, 2018",2018
80184625,"February 16, 2018",2018
81052266,"February 15, 2019",2019
81050193,"February 15, 2019",2019
81045069,"February 15, 2019",2019
80216820,"February 15, 2019",2019
81026667,"February 15, 2019",2019
80992672,"February 15, 2019",2019
80988834,"February 15, 2019",2019
80167498,"February 14, 2018",2018
80227304,"February 14, 2018",2018
80241304,"February 11, 2019",2019
81045891,"February 1, 2019",2019
81048914,"February 1, 2019",2019
80220228,"February 1, 2019",2019
80208661,"February 1, 2019",2019
81063480,"February 1, 2019",2019
80225595,"December 9, 2018",2018
81016408,"December 7, 2018",2018
80201490,"December 7, 2018",2018
81001412,"December 7, 2018",2018
80993105,"December 7, 2018",2018
80999067,"December 7, 2018",2018
81003741,"December 7, 2018",2018
80244190,"December 5, 2018",2018
80211590,"December 4, 2018",2018
80187306,"December 4, 2018",2018
81213877,"December 31, 2019",2019
81213879,"December 31, 2019",2019
81213873,"December 31, 2019",2019
81213874,"December 31, 2019",2019
81026251,"December 31, 2018",2018
81031650,"December 31, 2018",2018
81006261,"December 31, 2018",2018
81012943,"December 3, 2018",2018
80185375,"December 28, 2018",2018
80244708,"December 28, 2018",2018
81094074,"December 27, 2019",2019
81172726,"December 27, 2019",2019
81029400,"December 27, 2018",2018
80219127,"December 25, 2018",2018
80989338,"December 22, 2018",2018
80999643,"December 21, 2018",2018
80196789,"December 21, 2018",2018
81020973,"December 21, 2018",2018
81019341,"December 21, 2018",2018
81172866,"December 20, 2019",2019
81001097,"December 20, 2018",2018
81008536,"December 20, 2018",2018
81036338,"December 2, 2018",2018
81018239,"December 19, 2018",2018
81045765,"December 17, 2018",2018
81018634,"December 17, 2018",2018
81048551,"December 16, 2019",2019
81039381,"December 16, 2018",2018
80232329,"December 16, 2018",2018
81025946,"December 15, 2018",2018
81034633,"December 15, 2018",2018
81034635,"December 15, 2018",2018
81045054,"December 15, 2018",2018
80240715,"December 14, 2018",2018
80222301,"December 14, 2018",2018
81172904,"December 13, 2019",2019
81172864,"December 13, 2019",2019
80995991,"December 11, 2018",2018
81217747,"December 1, 2019",2019
81002685,"December 1, 2018",2018
81018536,"December 1, 2018",2018
81015153,"December 1, 2018",2018
80166319,"December 1, 2018",2018
81074367,"August 9, 2019",2019
80245357,"August 9, 2018",2018
81065902,"August 8, 2019",2019
81145273,"August 6, 2019",2019
80992995,"August 4, 2018",2018
80234491,"August 4, 2018",2018
80114719,"August 31, 2018",2018
81091381,"August 30, 2019",2019
80209658,"August 30, 2019",2019
80174897,"August 3, 2018",2018
81003736,"August 25, 2019",2019
80238360,"August 24, 2018",2018
80144145,"August 24, 2018",2018
81155858,"August 23, 2019",2019
81144912,"August 21, 2019",2019
81016191,"August 21, 2018",2018
80202810,"August 18, 2018",2018
80201039,"August 18, 2018",2018
80203147,"August 17, 2018",2018
80223582,"August 17, 2018",2018
80243541,"August 16, 2018",2018
80209061,"August 15, 2018",2018
80202176,"August 15, 2018",2018
81005454,"August 10, 2018",2018
80223371,"August 10, 2018",2018
80175147,"August 10, 2018",2018
80239831,"August 10, 2018",2018
81065784,"August 1, 2019",2019
81050688,"August 1, 2019",2019
81103092,"August 1, 2019",2019
81085824,"August 1, 2019",2019
80993489,"August 1, 2018",2018
80238607,"August 1, 2018",2018
81001379,"August 1, 2018",2018
81001381,"August 1, 2018",2018
81001382,"August 1, 2018",2018
81013200,"August 1, 2018",2018
81026677,"April 9, 2019",2019
81074135,"April 8, 2019",2019
80989339,"April 6, 2019",2019
80130625,"April 6, 2018",2018
80096984,"April 6, 2018",2018
80209895,"April 6, 2018",2018
80189646,"April 6, 2018",2018
80191990,"April 6, 2018",2018
81086435,"April 5, 2019",2019
80119177,"April 5, 2018",2018
81062674,"April 3, 2019",2019
80217689,"April 3, 2018",2018
80235025,"April 3, 2018",2018
81015498,"April 29, 2019",2019
81094082,"April 29, 2019",2019
80164864,"April 27, 2018",2018
80183328,"April 27, 2018",2018
81093925,"April 26, 2019",2019
80217772,"April 26, 2018",2018
81066244,"April 25, 2019",2019
80991404,"April 25, 2019",2019
