Row ID,Order ID,OrderDateKey,ShipDateKey,CustomerID,ProductID,GeoKey,ShipModeKey,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,Ship Days
44227,CA-2011-1800,20110301,20110304,TP-11415,OFF-ACC-10004692,15,1,High,30.48,1,0.0,2.73,6.7,3
12530,ES-2011-1416586,20110301,20110304,EL-13735,TEC-MA-10001825,29,3,Medium,46.53,1,0.0,12.54,6.09,3
21919,IN-2011-59986,20110301,20110303,KH-16360,OFF-SU-10001770,20,1,High,24.354,1,0.1,8.904,5.44,2
30177,ID-2011-50144,20110301,20110305,LH-17155,OFF-PA-10000116,28,4,High,23.868,3,0.4,-7.632,3.9,4
48598,UP-2011-3730,20110301,20110305,RD-9900,OFF-ELD-10002578,17,4,Medium,61.74,6,0.0,17.82,3.73,4
13133,ES-2011-1705541,20110301,20110306,TS-21370,OFF-AR-10004884,16,4,High,37.08,3,0.0,10.35,3.55,5
12529,ES-2011-1416586,20110301,20110304,EL-13735,OFF-AR-10000505,29,3,Medium,146.52,12,0.0,0.0,3.35,3
12531,ES-2011-1416586,20110301,20110304,EL-13735,OFF-ST-10000127,29,3,Medium,102.438,2,0.1,35.238,3.3,3
44225,CA-2011-1800,20110301,20110304,TP-11415,OFF-OIC-10002161,15,1,High,12.36,1,0.0,2.46,3.1,3
44226,CA-2011-1800,20110301,20110304,TP-11415,OFF-HON-10001783,15,1,High,11.76,1,0.0,5.64,2.24,3
48592,UP-2011-3730,20110301,20110305,RD-9900,FUR-NOV-10004962,17,4,Medium,48.45,1,0.0,12.09,2.21,4
39244,CA-2011-131009,20110301,20110305,SC-20380,OFF-FA-10004395,23,4,Medium,18.84,5,0.2,-3.5325,2.05,4
37845,CA-2011-113880,20110301,20110305,VF-21715,OFF-PA-10003036,19,4,High,17.472,3,0.2,5.6784,1.94,4
44500,UP-2011-3090,20110301,20110301,BS-1800,OFF-HON-10000137,24,2,Medium,13.32,2,0.0,5.46,1.94,0
48590,UP-2011-3730,20110301,20110305,RD-9900,OFF-TEN-10001585,17,4,Medium,16.53,1,0.0,7.41,1.14,4
21918,IN-2011-59986,20110301,20110303,KH-16360,OFF-BI-10004436,20,1,High,12.636,2,0.1,-1.164,1.05,2
22736,IN-2011-52146,20110301,20110305,BD-11620,OFF-BI-10000583,30,4,Medium,21.546,6,0.1,4.266,1.02,4
15299,ES-2011-3227800,20110301,20110305,JF-15490,OFF-BI-10003650,31,4,Medium,17.82,2,0.0,3.18,0.97,4
48596,UP-2011-3730,20110301,20110305,RD-9900,OFF-TEN-10003211,17,4,Medium,31.14,2,0.0,14.28,0.81,4
50129,NI-2011-190,20110301,20110306,EH-3765,OFF-HOO-10002386,32,4,Medium,25.317,1,0.7,-28.713,0.79,5
37010,US-2011-143707,20110301,20110305,HR-14770,TEC-PH-10003655,33,4,Medium,5.94,3,0.0,1.6038,0.42,4
15978,IT-2011-3468929,20110401,20110404,AS-10045,TEC-PH-10003963,31,1,High,496.584,6,0.4,-289.836,122.65,3
11954,ES-2011-4237527,20110401,20110404,BP-11230,OFF-BI-10003705,34,1,High,295.92,6,0.0,32.4,71.22,3
22377,ID-2011-77192,20110401,20110405,RP-19270,FUR-BO-10003408,35,4,Medium,567.6,5,0.2,0.0,49.7,4
11956,ES-2011-4237527,20110401,20110404,BP-11230,OFF-AR-10000399,34,1,High,157.95,3,0.0,69.48,21.83,3
592,US-2011-132899,20110401,20110405,JB-15400,TEC-PH-10002871,36,3,Medium,138.696,2,0.4,-25.464,20.4,4
22029,ID-2011-72096,20110401,20110405,PA-19060,OFF-BI-10004651,37,4,High,83.691,2,0.15,30.471,17.47,4
3683,US-2011-148852,20110401,20110404,VP-21760,OFF-AP-10002753,38,3,High,85.536,4,0.4,-47.104,11.56,3
11955,ES-2011-4237527,20110401,20110404,BP-11230,TEC-AC-10004379,34,1,High,123.12,3,0.0,50.4,11.19,3
594,US-2011-132899,20110401,20110405,JB-15400,TEC-AC-10002760,36,3,Medium,80.064,2,0.4,-53.376,7.56,4
2464,MX-2011-167773,20110401,20110405,LS-17245,TEC-AC-10003851,39,4,High,47.56,1,0.0,10.92,6.0,4
596,US-2011-132899,20110401,20110405,JB-15400,FUR-CH-10004783,36,3,Medium,67.608,3,0.4,-29.352,5.65,4
591,US-2011-132899,20110401,20110405,JB-15400,OFF-ST-10001374,36,3,Medium,121.5,5,0.4,-48.6,5.41,4
593,US-2011-132899,20110401,20110405,JB-15400,OFF-AR-10001991,36,3,Medium,44.94,5,0.4,0.74,5.41,4
595,US-2011-132899,20110401,20110405,JB-15400,FUR-FU-10003283,36,3,Medium,20.112,2,0.4,-1.688,3.66,4
22376,ID-2011-77192,20110401,20110405,RP-19270,OFF-ST-10004857,35,4,Medium,43.8,5,0.5,-13.2,3.05,4
32669,US-2011-157021,20110401,20110406,KM-16720,OFF-LA-10002312,40,3,Medium,29.6,2,0.0,14.8,3.01,5
22028,ID-2011-72096,20110401,20110405,PA-19060,OFF-ST-10003319,37,4,High,25.344,2,0.45,-6.036,2.99,4
2465,MX-2011-167773,20110401,20110405,LS-17245,OFF-BI-10000188,39,4,High,17.8,5,0.0,0.5,1.96,4
39250,CA-2011-138359,20110401,20110406,KH-16330,OFF-ST-10000636,41,4,Medium,66.96,4,0.0,2.6784,1.57,5
3684,US-2011-148852,20110401,20110404,VP-21760,OFF-BI-10004305,38,3,High,10.944,4,0.4,-3.136,1.37,3
2463,MX-2011-167773,20110401,20110405,LS-17245,OFF-BI-10002222,39,4,High,15.28,2,0.0,1.96,1.2,4
32670,US-2011-157021,20110401,20110406,KM-16720,OFF-BI-10000042,40,3,Medium,17.088,4,0.2,5.5536,0.65,5
39251,CA-2011-138359,20110401,20110406,KH-16330,OFF-BI-10000145,41,4,Medium,6.24,2,0.0,3.0576,0.34,5
22375,ID-2011-77192,20110401,20110405,RP-19270,OFF-LA-10001764,35,4,Medium,10.08,4,0.5,-9.12,0.32,4
590,US-2011-132899,20110401,20110405,JB-15400,OFF-EN-10002226,36,3,Medium,8.784,3,0.4,-4.836,0.32,4
21617,IN-2011-30824,20110601,20110603,AB-10060,FUR-CH-10003841,42,1,Medium,1037.7096,8,0.27,298.5096,202.94,2
15780,ES-2011-3108517,20110601,20110606,MH-17620,FUR-BO-10004254,43,4,High,1029.375,5,0.5,-247.125,141.5,5
31544,CA-2011-131926,20110601,20110606,DW-13480,OFF-AP-10002945,44,3,Medium,1503.25,5,0.0,496.0725,120.84,5
33498,US-2011-165659,20110601,20110606,LT-17110,TEC-PH-10002563,45,4,High,881.93,7,0.0,229.3018,112.32,5
31541,CA-2011-131926,20110601,20110606,DW-13480,FUR-CH-10004063,44,3,Medium,2001.86,7,0.0,580.5394,81.39,5
16113,ES-2011-5940123,20110601,20110604,MC-18130,TEC-AC-10000140,46,3,Medium,805.56,14,0.0,185.22,80.12,3
5434,MX-2011-147158,20110601,20110606,YS-21880,FUR-BO-10002084,47,4,High,482.48,2,0.0,130.24,66.7,5
16114,ES-2011-5940123,20110601,20110604,MC-18130,TEC-AC-10002263,46,3,Medium,449.64,4,0.0,58.44,64.21,3
8431,MX-2011-136322,20110601,20110605,MM-18280,TEC-AC-10001082,48,4,Medium,389.48,7,0.0,23.24,40.18,4
16115,ES-2011-5940123,20110601,20110604,MC-18130,OFF-ST-10000127,46,3,Medium,512.19,9,0.0,209.79,36.17,3
8767,MX-2011-144743,20110601,20110604,NZ-18565,TEC-PH-10004888,49,1,High,222.56,2,0.0,109.04,34.93,3
8136,MX-2011-105494,20110601,20110601,PA-19060,OFF-AR-10003336,50,2,Critical,90.3,5,0.0,31.6,27.41,0
13637,ES-2011-1441570,20110601,20110605,MF-18250,TEC-PH-10003770,51,4,High,211.803,2,0.15,69.723,23.66,4
47598,TU-2011-7020,20110601,20110601,WB-11850,OFF-FEL-10001865,52,2,Critical,109.104,2,0.6,-106.416,17.97,0
16342,ES-2011-1010958,20110601,20110606,LT-17110,OFF-EN-10003465,53,4,High,140.4,6,0.0,8.28,16.57,5
2730,MX-2011-137946,20110601,20110603,CB-12535,TEC-AC-10003738,54,1,Critical,50.8,2,0.0,22.32,15.18,2
31604,CA-2011-111003,20110601,20110606,CR-12625,OFF-AR-10002135,55,4,Medium,289.2,6,0.0,83.868,14.33,5
10326,ES-2011-2801336,20110601,20110605,DB-13270,OFF-BI-10002225,56,4,High,102.54,2,0.0,35.88,13.91,4
40446,US-2011-157070,20110601,20110606,QJ-19255,OFF-BI-10001765,57,4,Medium,138.56,4,0.0,66.5088,11.26,5
30911,IN-2011-80272,20110601,20110604,EB-13930,OFF-ST-10004972,58,1,Critical,58.104,2,0.4,6.744,10.37,3
16343,ES-2011-1010958,20110601,20110606,LT-17110,OFF-BI-10004924,53,4,High,57.6,2,0.0,25.92,8.58,5
31542,CA-2011-131926,20110601,20110606,DW-13480,OFF-ST-10002276,44,3,Medium,166.72,2,0.0,41.68,8.11,5
50987,PL-2011-3160,20110601,20110605,AA-375,TEC-ENE-10002686,59,4,High,58.83,1,0.0,6.45,7.4,4
50989,PL-2011-3160,20110601,20110605,AA-375,OFF-SME-10002823,59,4,High,48.48,1,0.0,6.3,6.03,4
40447,US-2011-157070,20110601,20110606,QJ-19255,OFF-AP-10004859,57,4,Medium,65.52,5,0.1,12.376,5.8,5
21618,IN-2011-30824,20110601,20110603,AB-10060,FUR-CH-10001204,42,1,Medium,214.3791,3,0.27,35.1891,5.64,2
31543,CA-2011-131926,20110601,20110606,DW-13480,OFF-PA-10004082,44,3,Medium,47.88,6,0.0,23.94,4.27,5
21192,IN-2011-71634,20110601,20110606,MC-17425,OFF-EN-10002007,60,4,Medium,62.7,5,0.0,9.9,4.18,5
47600,TU-2011-7020,20110601,20110601,WB-11850,OFF-WIL-10002233,52,2,Critical,12.72,4,0.6,-18.48,3.99,0
47599,TU-2011-7020,20110601,20110601,WB-11850,OFF-KRA-10000492,52,2,Critical,10.116,1,0.6,-10.644,3.8,0
47597,TU-2011-7020,20110601,20110601,WB-11850,OFF-SAN-10002839,52,2,Critical,20.712,1,0.6,-11.928,3.49,0
15778,ES-2011-3108517,20110601,20110606,MH-17620,OFF-BI-10000179,43,4,High,27.99,2,0.5,-9.57,3.2,5
33497,US-2011-165659,20110601,20110606,LT-17110,FUR-FU-10001935,45,4,High,22.2,6,0.0,9.102,2.68,5
31545,CA-2011-131926,20110601,20110606,DW-13480,OFF-PA-10000061,44,3,Medium,25.92,4,0.0,12.4416,2.51,5
15779,ES-2011-3108517,20110601,20110606,MH-17620,OFF-EN-10002849,43,4,High,25.23,1,0.5,-5.58,1.97,5
18055,ES-2011-4040727,20110601,20110604,AJ-10795,OFF-BI-10003440,61,1,Medium,22.14,2,0.0,6.84,1.62,3
44800,SO-2011-3360,20110601,20110604,AJ-945,OFF-STO-10000683,62,3,Medium,21.18,2,0.0,5.88,1.56,3
31603,CA-2011-111003,20110601,20110606,CR-12625,OFF-BI-10001072,55,4,Medium,45.48,3,0.0,20.9208,1.35,5
44799,SO-2011-3360,20110601,20110604,AJ-945,OFF-ADV-10004875,62,3,Medium,10.86,1,0.0,4.32,0.74,3
50988,PL-2011-3160,20110601,20110605,AA-375,OFF-IBI-10001640,59,4,High,6.99,1,0.0,3.42,0.68,4
25451,ID-2011-69142,20110701,20110703,MP-18175,FUR-TA-10003747,63,3,High,1888.236,6,0.3,-161.964,162.45,2
32615,CA-2011-160773,20110701,20110705,LW-16825,TEC-PH-10004586,64,4,High,575.92,2,0.2,71.99,93.1,4
25452,ID-2011-69142,20110701,20110703,MP-18175,FUR-TA-10003185,63,3,High,622.86,2,0.3,-62.34,91.18,2
2107,MX-2011-126641,20110701,20110703,FW-14395,OFF-AR-10000019,65,1,Critical,138.82,11,0.0,56.76,30.89,2
2109,MX-2011-126641,20110701,20110703,FW-14395,FUR-BO-10004567,65,1,Critical,463.44,4,0.0,120.48,30.14,2
2108,MX-2011-126641,20110701,20110703,FW-14395,OFF-PA-10001170,65,1,Critical,61.84,2,0.0,8.0,16.06,2
12319,ES-2011-5729514,20110701,20110703,JH-16180,OFF-AR-10003217,66,1,High,34.02,2,0.0,14.28,11.12,2
50374,NI-2011-3020,20110701,20110704,SP-10860,FUR-ELD-10000857,67,1,Critical,29.268,2,0.7,-55.632,10.35,3
32012,CA-2011-153150,20110701,20110706,Dl-13600,OFF-BI-10003355,21,3,Medium,19.92,5,0.2,6.972,1.44,5
50375,NI-2011-3020,20110701,20110704,SP-10860,OFF-ACC-10001285,67,1,Critical,5.148,2,0.7,-9.312,1.19,3
32616,CA-2011-160773,20110701,20110705,LW-16825,OFF-BI-10000546,64,4,High,5.184,6,0.7,-3.6288,0.69,4
22530,IN-2011-75673,20110801,20110802,MT-17815,TEC-CO-10000129,68,1,High,1157.58,6,0.0,254.52,184.92,1
22532,IN-2011-75673,20110801,20110802,MT-17815,TEC-MA-10000429,68,1,High,516.96,3,0.0,165.42,133.56,1
44795,TU-2011-9230,20110801,20110805,JF-5190,FUR-OFF-10002542,69,4,High,1503.744,8,0.6,-1842.096,126.17,4
42196,SU-2011-3310,20110801,20110806,CS-2460,FUR-SAF-10002180,70,4,Medium,922.86,2,0.0,9.18,69.1,5
19481,ES-2011-2264751,20110801,20110808,CT-11995,FUR-CH-10003440,71,4,Low,270.378,3,0.1,75.078,26.31,7
19084,ES-2011-5532122,20110801,20110803,RD-19810,TEC-AC-10001486,72,3,High,217.2,5,0.0,21.6,25.25,2
49401,LO-2011-7110,20110801,20110805,JL-5850,OFF-ROG-10001399,73,4,High,248.64,4,0.0,19.8,24.81,4
44045,EG-2011-8320,20110801,20110804,HG-4845,OFF-STA-10004108,74,1,High,99.48,2,0.0,23.82,22.71,3
49398,LO-2011-7110,20110801,20110805,JL-5850,OFF-CUI-10000140,73,4,High,279.21,1,0.0,0.0,16.58,4
19087,ES-2011-5532122,20110801,20110803,RD-19810,OFF-ST-10003414,72,3,High,99.252,2,0.1,9.912,15.5,2
41775,NI-2011-4760,20110801,20110803,DV-3045,OFF-HOO-10002715,75,3,Critical,40.158,2,0.7,-89.742,11.29,2
19086,ES-2011-5532122,20110801,20110803,RD-19810,OFF-FA-10001097,72,3,High,80.43,7,0.0,0.63,11.28,2
22531,IN-2011-75673,20110801,20110802,MT-17815,OFF-EN-10004173,68,1,High,52.47,3,0.0,11.52,10.31,1
27409,IN-2011-77885,20110801,20110806,JF-15565,FUR-BO-10003086,37,4,Medium,253.3635,1,0.35,-35.0865,10.0,5
48465,SA-2011-4390,20110801,20110807,LC-6870,OFF-STI-10002716,76,4,Medium,196.02,6,0.0,90.0,9.99,6
19085,ES-2011-5532122,20110801,20110803,RD-19810,OFF-AR-10001418,72,3,High,53.4,2,0.0,14.94,8.6,2
51033,NI-2011-5880,20110801,20110806,JL-5835,OFF-CAR-10004661,77,4,Medium,90.234,6,0.7,-147.546,8.11,5
41772,NI-2011-4760,20110801,20110803,DV-3045,OFF-ELD-10000151,75,3,Critical,38.367,1,0.7,-74.193,8.04,2
49400,LO-2011-7110,20110801,20110805,JL-5850,FUR-TEN-10000407,73,4,High,85.02,2,0.0,13.56,7.64,4
27408,IN-2011-77885,20110801,20110806,JF-15565,TEC-AC-10003734,37,4,Medium,102.762,4,0.45,1.842,7.42,5
33137,CA-2011-117345,20110801,20110805,BF-10975,OFF-PA-10002377,78,4,Medium,78.304,2,0.2,29.364,7.09,4
33136,CA-2011-117345,20110801,20110805,BF-10975,OFF-AP-10001005,78,4,Medium,62.92,1,0.2,10.2245,5.62,4
44792,TU-2011-9230,20110801,20110805,JF-5190,OFF-ACM-10003510,69,4,High,40.704,4,0.6,-51.936,5.39,4
33135,CA-2011-117345,20110801,20110805,BF-10975,FUR-FU-10000629,78,4,Medium,44.128,4,0.2,12.1352,4.31,4
46418,TU-2011-9700,20110801,20110805,FH-4365,TEC-SAN-10003793,79,4,Medium,44.088,1,0.6,-46.302,4.17,4
33469,CA-2011-152296,20110801,20110803,IL-15100,OFF-BI-10004506,80,1,High,19.752,3,0.2,6.9132,3.23,2
49399,LO-2011-7110,20110801,20110805,JL-5850,OFF-CAR-10000687,73,4,High,24.0,2,0.0,0.96,2.39,4
41773,NI-2011-4760,20110801,20110803,DV-3045,OFF-IBI-10004074,75,3,Critical,8.973,1,0.7,-8.997,2.07,2
27410,IN-2011-77885,20110801,20110806,JF-15565,OFF-PA-10000048,37,4,Medium,24.651,3,0.45,-19.359,1.94,5
46170,IR-2011-6870,20110801,20110805,KB-6600,OFF-AVE-10004708,81,4,Medium,13.26,1,0.0,6.09,1.26,4
41774,NI-2011-4760,20110801,20110803,DV-3045,OFF-AVE-10004570,75,3,Critical,3.321,1,0.7,-4.329,1.14,2
48466,SA-2011-4390,20110801,20110807,LC-6870,OFF-ADV-10004598,76,4,Medium,13.38,1,0.0,3.21,1.11,6
42197,SU-2011-3310,20110801,20110806,CS-2460,OFF-AVE-10003504,70,4,Medium,11.73,1,0.0,5.37,1.08,5
41694,TU-2011-2420,20110801,20110806,DH-3075,TEC-ENE-10000895,52,4,High,16.116,1,0.6,-19.344,0.97,5
33134,CA-2011-117345,20110801,20110805,BF-10975,OFF-LA-10000240,78,4,Medium,17.544,3,0.2,5.9211,0.93,4
50866,CG-2011-7090,20110801,20110807,AG-525,OFF-HAR-10001855,82,4,Medium,13.14,2,0.0,5.22,0.83,6
44794,TU-2011-9230,20110801,20110805,JF-5190,OFF-STA-10002719,69,4,High,10.416,1,0.6,-6.774,0.81,4
33707,CA-2011-162684,20110801,20110806,AS-10630,OFF-FA-10000992,83,4,High,5.68,2,0.2,1.917,0.77,5
44793,TU-2011-9230,20110801,20110805,JF-5190,OFF-FEL-10000998,69,4,High,7.884,1,0.6,-10.656,0.72,4
41776,NI-2011-4760,20110801,20110803,DV-3045,OFF-CAR-10002054,75,3,Critical,1.602,1,0.7,-1.578,0.25,2
27369,IN-2011-25070,20110901,20110906,MN-17935,OFF-ST-10003295,84,4,High,1429.05,7,0.0,371.49,194.36,5
18577,ES-2011-4993245,20110901,20110905,EM-13960,TEC-MA-10004669,85,3,Medium,1232.88,4,0.0,135.6,150.43,4
27371,IN-2011-25070,20110901,20110906,MN-17935,OFF-ST-10004837,84,4,High,767.52,6,0.0,45.9,102.29,5
27372,IN-2011-25070,20110901,20110906,MN-17935,TEC-PH-10002042,84,4,High,1100.16,6,0.0,175.86,92.07,5
3788,MX-2011-126949,20110901,20110902,TB-21055,OFF-PA-10004294,86,1,High,182.88,9,0.0,3.6,44.76,1
27370,IN-2011-25070,20110901,20110906,MN-17935,FUR-CH-10000974,84,4,High,473.61,1,0.0,142.08,42.96,5
14029,IT-2011-4081442,20110901,20110904,FH-14365,OFF-ST-10002263,87,1,Critical,243.0,4,0.0,119.04,41.83,3
39539,CA-2011-109855,20110901,20110905,LH-16900,TEC-AC-10002842,33,4,High,357.0,3,0.0,57.12,31.59,4
46208,CA-2011-3200,20110901,20110904,JS-5595,TEC-APP-10002321,88,3,Medium,137.94,1,0.0,6.87,17.43,3
5460,MX-2011-141782,20110901,20110904,LB-16795,FUR-BO-10004082,89,3,Medium,348.36,2,0.4,5.8,16.6,3
5461,MX-2011-141782,20110901,20110904,LB-16795,FUR-CH-10004095,89,3,Medium,185.568,1,0.4,-6.192,15.67,3
30441,IN-2011-82337,20110901,20110905,DL-12865,FUR-FU-10001098,90,4,High,87.9,2,0.0,21.96,15.25,4
9045,MX-2011-110555,20110901,20110905,ES-14080,OFF-AP-10001049,54,4,Medium,125.22,3,0.0,40.02,11.55,4
8048,MX-2011-145380,20110901,20110906,GP-14740,OFF-ST-10003056,91,4,High,77.5,5,0.0,3.8,10.55,5
34491,CA-2011-165428,20110901,20110904,JL-15130,OFF-PA-10004100,22,1,High,31.104,6,0.2,10.8864,9.9,3
11098,IT-2011-4626649,20110901,20110905,PN-18775,OFF-BI-10002894,92,4,Medium,100.68,2,0.0,6.0,7.53,4
8047,MX-2011-145380,20110901,20110906,GP-14740,OFF-SU-10002962,91,4,High,44.28,3,0.0,0.42,4.64,5
24068,ID-2011-57326,20110901,20110904,BO-11425,OFF-SU-10001308,37,1,High,64.35,3,0.45,-32.76,3.1,3
11099,IT-2011-4626649,20110901,20110905,PN-18775,OFF-BI-10004028,92,4,Medium,37.08,4,0.0,16.2,2.88,4
12375,ES-2011-2123345,20110901,20110904,DB-12910,OFF-AR-10000659,93,1,Medium,60.54,2,0.0,20.58,2.51,3
